,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
3255,11.5%,"Côtes de Gascogne, Southwest France, France",750 ml,White, France,11/1/2014,"Intensely fruity, this delicious, ripe wine explodes with fresh acidity and fragrant fruitiness. Apricots, lemon and juicy apples give a fruit salad of flavors. Drink through 2015.",,The Wine Company,Domaine de Ménard 2013 Colombard-Sauvignon Blanc (Côtes de Gascogne),$10, Southwest France,86,Côtes de Gascogne,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Colombard-Sauvignon Blanc, White Blend",2013,Domaine de Ménard
3256,13.4%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,White, US,11/1/2014,"This Bordeaux-style white blend is 60% Sauvignon Blanc and 40% Sémillon. It carries a hint of sweetness, possibly some residual sugar above threshhold level. Flavors of butter cookie accompany simple, light yellow fruits.",96 Cedars,,Auclair 2013 96 Cedars White (Columbia Valley (WA)),$18, Washington,86, Columbia Valley,Paul Gregutt,@paulgwine ,Columbia Valley (WA),Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Auclair
3257,12.5%,"Vin de France, France Other, France",750 ml,White, France,11/1/2014,"Soft and creamy, this is a bright, apple and pear fruity wine. It's light and very fresh, layering acidity and a citrus burst at the end. Drink now.",SLS Blend No. 5,Shaw-Ross International Importers,Sacha Lichine 2013 SLS Blend No. 5 White (Vin de France),$12, France Other,86,Vin de France,Roger Voss,@vossroger,,Not rated yet [Add Your Review],White Blend,2013,Sacha Lichine
3258,13.1%,"North Fork of Long Island, Long Island, New York, US",750 ml,White, US,11/1/2014,"There's a candied tone on this honeyed white blend (predominantly Grüner Veltliner)that extends from nose to palate. It's sunny pineapple and peach flavors are indeed tasty, but can seem a bit confected in style.",Tribute,,One Woman 2011 Tribute White (North Fork of Long Island),$26, New York,85, Long Island,Anna Lee C. Iijima,,North Fork of Long Island,Not rated yet [Add Your Review],White Blend,2011,One Woman
3259,13.5%,"Gers, Southwest France, France",750 ml,White, France,11/1/2014,"The wine is ripe, rich with full apricot and red apple fruits. It shows a creamy wood-laden character that is spicy and toasty. It's very ready to drink.",Pirouette,Bird Rock Imports,Domaine de Gensac 2010 Pirouette White (Gers),$27, Southwest France,85,Gers,Roger Voss,@vossroger,,Not rated yet [Add Your Review],White Blend,2010,Domaine de Gensac
3260,11.5%,"Côtes de Gascogne, Southwest France, France",750 ml,White, France,11/1/2014,"This bright and fruity wine, with its typical and delicious local blend of Colombard and Sauvignon Blanc, is full of citrus and grapefruit flavors. It's a light wine, all fruit with just a light texture of steeliness. Drink now.",Aramis,Tru Wines LLC,Château d'Aydie 2013 Aramis Colombard-Sauvignon Blanc (Côtes de Gascogne),$10, Southwest France,85,Côtes de Gascogne,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Colombard-Sauvignon Blanc, White Blend",2013,Château d'Aydie
3261,12.5%,"Gaillac, Southwest France, France",750 ml,White, France,11/1/2014,"A light and fruity wine that's been spoiled by a touch of sulfur. Aside from that bitter edge, the wine shows attractive apple and citrus flavors.",Fraîcheur Perlé,"First Vine, LLC",Domaine la Croix des Marchands 2012 Fraîcheur Perlé White (Gaillac),$14, Southwest France,84,Gaillac,Roger Voss,@vossroger,,Not rated yet [Add Your Review],White Blend,2012,Domaine la Croix des Marchands
3262,14%,"Central Valley, Chile",750 ml,White, Chile,11/1/2014,"Aromas of banana and ham are yeasty. This has a soft, powdery mouthfeel and flavors of cured meats. The finish is bland and abrupt.",U Estate Grown Chardonnay-Riesling,Testa Wines Of The World,Undurraga 2013 U Estate Grown Chardonnay-Riesling White (Central Valley),$10,Central Valley,82,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],White Blend,2013,Undurraga
3263,N/A,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Fresh wood dominates this powerful, rich wine. It's developing its fruitiness well, bringing out tropical flavors. A ripe full-blooded, no-holds-barred density suggests a fine future. Drink from 2018.",,Château Pape Clément,Château Pape Clément 2012  Pessac-Léognan,$144, Bordeaux,95,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Pape Clément
3264,12.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"A richly rounded wine, impressively dense and powerful. Its ripe tropical and green fruits are integrating well with the toast from wood aging to give great swathes of complex fruit and structure. This is a wine for the long haul. Drink from 2017.",,Sherry-Lehmann,Château Smith Haut Lafitte 2012  Pessac-Léognan,$90, Bordeaux,95,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Smith Haut Lafitte
3265,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"A dense, wood-aged wine, it brings richness, intense fruit and acidity together. It's complex and concentrated, powerfully structured and full of yellow fruits as well as lemon juice, edged with toast. It's a wine for aging, so drink from 2018.",,Multiple U.S. importers,Château Malartic-Lagravière 2012  Pessac-Léognan,$56, Bordeaux,95,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Malartic-Lagravière
3266,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"This is pure fruitiness but with a tense, tight structure underneath.The fresh exterior is all citrus fruits and acidity, while behind lies a texture that demands aging. It's impressive, rich and worth waiting for. Drink from 2018.",,Château Carbonnieux,Château Carbonnieux 2012  Pessac-Léognan,$45, Bordeaux,94,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Carbonnieux
3267,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"The wine is beautifully balanced, poised between ripe yellow fruits and a tight, taut acidity and minerality. It shows roundness initially, then offers a long-term prospect of intense fruit and a strong structure. Drink from 2017.",,Château de Fieuzal,Château de Fieuzal 2012  Pessac-Léognan,$60, Bordeaux,94,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château de Fieuzal
3268,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Closed and tight, this dense wine is slow to develop. It has great weight, richness, powerful green and white fruits that are coming through the complex texture. It needs to age. Drink from 2018.",,Château Olivier,Château Olivier 2012  Pessac-Léognan,$31, Bordeaux,94,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Olivier
3269,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Pure Sauvignon, this is a tropical fruit flavored wine. It's bright and fruity while also showing a dense texture of grapefruit and steely minerality. The combination makes for an intense wine that's likely to need time, so drink from 2017.",,Deutsch Family Wine and Spirits,Château la Louvière 2012  Pessac-Léognan,$40, Bordeaux,94,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château la Louvière
3270,14%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Rich and full-bodied, it's full of tropical fruits that dominate the ripe texture. Hints of wood are there as well as the natural crisp acidity of Sauvignon Blanc. It needs time to develop and bring out all its ripe flavors. Drink from 2016.",,Jeff Welburn Selections,Château de France 2012  Pessac-Léognan,N/A, Bordeaux,93,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château de France
3271,14.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Ripe, creamy and powerful, it's full of tropical fruits, apricots and peaches, all firmly supported by rich wood flavors. It makes a strong statement of broad fruits and a generous texture while also offering a chance to age. Drink from 2017.",,Château Larrivet Haut-Brion,Château Larrivet Haut-Brion 2012  Pessac-Léognan,N/A, Bordeaux,93,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Larrivet Haut-Brion
3272,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Well balanced, it's round while also fruity. A mineral character pushes the crisp green fruits forward, while the background brings out toast, ripe fruits and a full aftertaste. Drink from 2016.",,Victoire Imports,Château Brown 2012  Pessac-Léognan,N/A, Bordeaux,93,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Brown
3273,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Wood aromas show strongly and lead on to the toasty palate that's rich and complex while not losing sight of its citrus character. It is juicy, with ripe yellow fruits and dense texture. This needs serious aging, so wait to enjoy until 2017.",,Château Bouscaut,Château Bouscaut 2012  Pessac-Léognan,$45, Bordeaux,93,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Bouscaut
3274,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Steely and tight, it has intense acidity, a dense texture and powerful green apple and grapefruit flavors. The wine is still finding its way, suggesting considerable potential for long-term aging. Drink from 2018.",,Millésima USA,Château Latour-Martillac 2012  Pessac-Léognan,N/A, Bordeaux,92,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Latour-Martillac
3275,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"Well-balanced, ripe and toasty, it has all the elements in the right place. It's rich, packed with spice, apricot and red apple fruits given a creamy texture by the wood aging. The wine could benefit by waiting until 2015, although it's delicious now.",,Serge Doré Selections,Château Bois de Rolland 2013  Bordeaux Blanc,$25, Bordeaux,92,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Bois de Rolland
3276,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Beautifully tight, fresh and crisp, it offers refreshing green fruits, fresh acidity and an intense, herbaceous aftertaste. It's structured and its steely texture promises a good aging. Drink from 2017.",,Château Couhins,Château Couhins 2012  Pessac-Léognan,N/A, Bordeaux,92,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Couhins
3277,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"While displaying strong herbaceous Sauvignon Blanc flavors, the wine is also rich with fruitiness, offering a delicious series of green fruits followed by pineapple and tropical flavors. It's a wine that's right up front, crisp and bright at the end.",,Thiénot USA,Château la Garde 2012  Pessac-Léognan,N/A, Bordeaux,92,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château la Garde
3278,14%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Generously ripe and creamy, it has layers of wood giving way to a beautiful, smooth texture. It's dense and complex, although a crisper citrus element gives a fresher side to this broad, rich wine. Drink from 2016.",,Château Haut-Bergey,Château Haut-Bergey 2012  Pessac-Léognan,N/A, Bordeaux,91,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Haut-Bergey
3279,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"This is a fruity wine, fresh and herbaceous. Bright crisp apples and citrus flavors are tightened by a steely texture that comes through strongly. It should develop and fill out, so drink from 2016.",,Deutsch Family Wine and Spirits,Château Couhins-Lurton 2012  Pessac-Léognan,$58, Bordeaux,91,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Couhins-Lurton
3280,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"Rich and full, this is a concentrated and well-balanced wine. It has a good mix of herbaceousness, fresh citrus and pineapple, all intense and fruity. It could age a few months, so wait until 2015.",Made From Organically Grown Grapes,"Natural Merchants, Inc",Les Hauts de Lagarde 2013 Made From Organically Grown Grapes  (Bordeaux Blanc),$13, Bordeaux,91,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Les Hauts de Lagarde
3281,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Full-bodied herbaceousness is the hallmark of this ripe wine. It offers great acidity while also having rich yellow and grapefruit fruits. Dense with fruits and acidity while also structured, this is a wine to age for a few years. Drink from 2017.",,Deutsch Family Wine and Spirits,Château de Rochemorin 2012  Pessac-Léognan,$25, Bordeaux,91,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château de Rochemorin
3282,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"Toasty aromas give a strongly spicy character. They also bring out a ripe side to the wine, rounded and rich, full of wood and warm fruit flavors. It needs time to develop its full potential, so wait until 2016.",Réserve,Cheval Quancard,Cheval Quancard 2013 Réserve  (Bordeaux Blanc),$14, Bordeaux,91,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Sauvignon Blanc-Semillon, White Blend",2013,Cheval Quancard
3283,13.6%,"Russian River Valley, Sonoma, California, US",750 ml,White, US,10/1/2014,"Made from 75% Sauvignon Blanc and 25% Sémillon, this has fresh peach and light green apple aromas, peachy flavors touched with almond and white pepper, a lush rounded texture and a lingering finish.",Les Lecons Des Maitres,,Shared Notes 2012 Les Lecons Des Maitres White (Russian River Valley),$65, California,91, Sonoma,Jim Gordon,@gordone_cellars,Russian River Valley,Not rated yet [Add Your Review],White Blend,2012,Shared Notes
3284,13.5%,"Santa Ynez Valley, Central Coast, California, US",750 ml,White, US,10/1/2014,"A very delicate shade of pale yellow, this 50% Sauvignon Blanc, 30% Pinot Gris and 20% Riesling blend offers a refreshing aroma somewhere between passionfruit, pineapple and apple juice. Tart green apple and lime tang emerge once sipped.",Cuvée Natalie,,Brander 2013 Cuvée Natalie White (Santa Ynez Valley),$18, California,90, Central Coast,Matt Kettmann,@mattkettmann,Santa Ynez Valley,Not rated yet [Add Your Review],White Blend,2013,Brander
3285,13%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"This is a wine with a serious side, its fruitiness balanced by a firm steely texture. Apples and lime flavors are lined out with minerality, with a chalky character as well as intense acidity. It's a wine to keep for a few months, so drink in 2015.",,"Fruit of the Vines, Inc",Château Boisson 2013  Bordeaux Blanc,$20, Bordeaux,90,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Boisson
3286,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Tight acidity characterizes this wine. It's fresh, touched by some toastiness and minerality. The dominant character is the fresh herbaceous character that brings out sliced apple and chive flavors. Attractive now, it will be even better in 2016.",,Château Smith Haut Lafitte,Château Cantelys 2012  Pessac-Léognan,N/A, Bordeaux,90,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Cantelys
3287,13.5%,"Napa Valley, Napa, California, US",750 ml,White, US,10/1/2014,"Virtú is the winery's white blend, this vintage partnering 56% Sémillon with 44% Sauvignon Blanc. The combination is explosive, briny and flowery in the best ways, a taste of apple and fresh-squeezed lime vibrant on the palate, followed by savory herb and a nuanced taste of toasty oak. The aroma conveys a sense of fresh salt air.",Virtú,,St. Supéry 2012 Virtú Semillon-Sauvignon Blanc (Napa Valley),$30, California,90, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],"Semillon-Sauvignon Blanc, White Blend",2012,St. Supéry
3288,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Made by Domaine de Chevalier for an order of nuns, this ripe and rich wine keeps a beautiful sense of proportion. Already delicious, it has touches of wood as well as quince and green plum fruits. Drink from 2016.",,Monsieur Touton Selection Ltd,Domaine de la Solitude 2012  Pessac-Léognan,N/A, Bordeaux,90,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Domaine de la Solitude
3289,13.5%,"Istria, Croatia",750 ml,White, Croatia,10/1/2014,"Sure to please any wine-geek, this orange wine is a blend of seven grapes including Sauvignon Blanc, Vermentino, Riesling Italica, Glera, Fruilano, Pinot Gris and Pinot Blanc. It's aged for three years in large wooden vats and has aromas of dried nectarine, dried peach, apricot and freshly ground black pepper that lead to luscious flavors of apricot nectar and honeycomb.",Ines in,Winebow,Roxanich 2008 Ines in White (Istria),$41,Istria,90,,Jeff Jenssen,@worldwineguys,,Not rated yet [Add Your Review],White Blend,2008,Roxanich
3290,12.5%,"Goriska Brda, Slovenia",750 ml,White, Slovenia,10/1/2014,"This Slovenian wine is golden straw colored, with aromas of white flowers and freshly cut honeycomb. It is round and opulent, with flavors of apple and peach and just a touch of saline minerality.",Luisa,Blue Danube Wine Co,Kabaj 2010 Luisa White (Goriska Brda),$30,Goriska Brda,90,,Jeff Jenssen,@worldwineguys,,Not rated yet [Add Your Review],White Blend,2010,Kabaj
3291,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"While it has no wood aging, the wine discloses attractive caramel and vanilla flavor. Although it has plenty of herbaceousness, it also offers richer apricot and quince flavors that bring out a warmer side. Almonds and acidity come together well at the end.",,Wirtz Beverage,Château Saint-Genès 2013  Bordeaux Blanc,$12, Bordeaux,90,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Saint-Genès
3292,12%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"A round and ripe wine, it's full of rich fruits and with spice from light wood aging. It's dense and developing layers of creaminess and tropical fruits. Give it time to reach its potential, so drink from 2015.",,Spec's,Château Penin 2013  Bordeaux Blanc,$16, Bordeaux,89,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Penin
3293,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"Fresh and very crisp, it's dominated by herbaceous flavors and tight acidity. Light hints of toast are brought out by the bright fruitiness. It's developing well, lively and aromatic at the end.",,Château Malartic-Lagravière,Château Gazin Rocquencourt 2012  Pessac-Léognan,N/A, Bordeaux,89,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Gazin Rocquencourt
3294,N/A,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"While the aromas are all about herbaceous fruit, a light touch of wood gives the wine a richer edge. Very fruity still and still young, it needs a few months to fully integrate the toastiness.",Héritage,La Ville Imports,Château Lamothe-Vincent 2013 Héritage  (Bordeaux Blanc),$14, Bordeaux,89,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Lamothe-Vincent
3295,12%,"Cheverny, Loire Valley, France",750 ml,White, France,10/1/2014,"A blend of Sauvignon Blanc that is smoothed out with some Chardonnay, this is ripe and full in the mouth despite its light, poised character. Citrus fruits, a firm structure and floral aromas give a wine that is attractive now, but which will age at least through 2015.",,Verity Wine Partners,Benoît Daridan 2013 Sauvignon Blanc-Chardonnay (Cheverny),$18, Loire Valley,89,Cheverny,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Sauvignon Blanc-Chardonnay, White Blend",2013,Benoît Daridan
3296,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"A well-balanced ripe wine, fresh with attractive green plum and sliced apricot flavors. The texture is smooth and soft, rounded while not losing sight of a fresher, crisper character. Attractive now, it will be even better in 2015.",,Château de Rouillac,Château de Rouillac 2012  Pessac-Léognan,N/A, Bordeaux,89,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château de Rouillac
3297,N/A,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"A crisp and green wine that's full-bodied and rich. It has lively acidity, concentrated apple and lemon flavors and a ripe texture. It could well age for a few months, so drink from 2015.",,Advantage International,Château Fonfroide 2013  Bordeaux Blanc,$15, Bordeaux,89,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Fonfroide
3298,12%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"This is a very aromatic, intensely fruity white wine that is also rounded and generous. Full-bodied, it offers rich tropical fruits such as mango and pineapple, and is ready to drink now.",,Barton & Guestier USA,Château Haut Lagrange 2012  Pessac-Léognan,$30, Bordeaux,89,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Haut Lagrange
3299,N/A,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,Mint and sage aromas give an instant herbal character. That's balanced by citrus fruits that cut through the texture to give great freshness and intense acidity. Drink from 2015.,,McM Imports,Château Roquefort 2013  Bordeaux Blanc,$20, Bordeaux,89,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Roquefort
3300,13%,"Crémant de Loire, Loire Valley, France",750 ml,Sparkling, France,10/1/2014,"This fresh and fruity sparkling wine is crisp with apple skin and apricot flavors. Ripe and full in the mouth , it has a lightly creamy mousse. The blend of Chenin Blanc and Chardonnay gives delicious fruitiness and tight final acidity.",Noctambule,"Matinicus Wines, LLC",Musset-Roullier NV Noctambule Chenin Blanc-Chardonnay (Crémant de Loire),N/A, Loire Valley,88,Crémant de Loire,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Chenin Blanc-Chardonnay, White Blend",,Musset-Roullier
3301,N/A,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"While the wine is rich, it's also very crisp and fruity. Tight acidity and a chalky, steely texture are balanced by ripe apples and pink grapefruit. It's a wine for drinking this year, bright and fruity.",,Metrowine Distribution,Château Chaubinet 2013  Bordeaux Blanc,$16, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Chaubinet
3302,14%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"An aromatic wine, it has a rounded texture, a spicy character and only light acidity. Very forward and fruity, it's going to be ready to drink by 2015.",,Deutsch Family Wine and Spirits,Château de Cruzeau 2012  Pessac-Léognan,$25, Bordeaux,88,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château de Cruzeau
3303,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"It balances a crisp texture against ripe fruitiness. Finely structured, it's very fresh with herbaceous fruits and lively acidity. Drink from 2015.",,Ruby Wines Inc,Château le Sartre 2012  Pessac-Léognan,N/A, Bordeaux,88,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château le Sartre
3304,13.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"A tight and herbaceous wine that is crisp, mineral and fresh. It shows a great potential for fruitiness, with natural juicy acidity as well as a bright, aromatic aftertaste. Drink from 2016.",,Total Wine & More,Château Ferran 2012  Pessac-Léognan,N/A, Bordeaux,88,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Ferran
3305,N/A,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"Fruity and attractive now, it features touches of lime, spicy underlay and tight crispness. It's ready to drink, very fresh and fragrant.",,Southern Glazer's Wine and Spirits,Château Thieuley 2013  Bordeaux Blanc,$15, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Thieuley
3306,13.5%,"North Dalmatia, Croatia",750 ml,White, Croatia,10/1/2014,"This Croatian white is a blend of Debit, Pošip, Marastina, Pinot Grigio and Chardonnay. It has heady aromas of dried fruits, fresh peaches and buttered toast. There are great flavors of fresh stone fruits and black figs in the midpalate, and a pleasantly astringent finish.",Riserva R5,Blue Danube Wine Co,Bibich 2011 Riserva R5 White (North Dalmatia),$19,North Dalmatia,88,,Jeff Jenssen,@worldwineguys,,Not rated yet [Add Your Review],White Blend,2011,Bibich
3307,N/A,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"At this stage, the wine is closed, just hinting at its rich, fruity future. It has good acidity and a touch of bitter almonds, but the real fruitiness is still to come. Wait until 2015.",,LVC Las Vegas Inc,Château Roc de Minvielle 2013  Bordeaux Blanc,$18, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Roc de Minvielle
3308,12.5%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"White currants and fresh apricots dominate this fruity, fragrant wine. Bright acidity is enveloped by the generous texture and touch of toast. This rich wine is ready to drink.",,Château Canon la Gaffelière,Clos Marsalette 2012  Pessac-Léognan,N/A, Bordeaux,88,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Clos Marsalette
3309,13%,"Pessac-Léognan, Bordeaux, France",750 ml,White, France,10/1/2014,"The wine is rich, showing toast as well as apricot and peach flavors. It's full-blown, right up front with fruitiness and rounded texture. Drink now.",,Château Lafargue,Château Lafargue 2012  Pessac-Léognan,N/A, Bordeaux,88,Pessac-Léognan,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2012,Château Lafargue
3310,N/A,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"Crisp and deliciously fruity, this is lively and bright. Acidity points up the lime and grapefruit flavors, leaving a fresh, juicy aftertaste. Drink now for maximum pleasure.",,Advantage International,Château Mezain 2013  Bordeaux Blanc,$13, Bordeaux,88,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Château Mezain
3311,12.5%,"Bordeaux Blanc, Bordeaux, France",750 ml,White, France,10/1/2014,"Crisp and herbaceous, it has a riper background of yellow fruit fleshiness. It's bright and likely to soften and round out into 2015.",Tradition,Misa Imports,Closerie du Bailli 2013 Tradition  (Bordeaux Blanc),N/A, Bordeaux,87,Bordeaux Blanc,Roger Voss,@vossroger,,Not rated yet [Add Your Review],"Bordeaux-style White Blend, White Blend",2013,Closerie du Bailli
3312,13.5%,"California, California Other, California, US",750 ml,White, US,10/1/2014,"Like a tropical vacation in a bottle. It smells like kiwi fruit and lime, tastes like ripe green apples, and finishes with that kiwi again. This blend of Sauvignon Blanc, Muscat and Riesling is fresh, smooth, medium bodied, ever so slightly sweet and easy to enjoy.",White Wine Number One Lot 314,,The Messenger NV White Wine Number One Lot 314 White (California),$16, California,87, California Other,Jim Gordon,@gordone_cellars,California,Not rated yet [Add Your Review],White Blend,,The Messenger
