,Alcohol,Appellation,Bottle Size,Category,Country,Date Published,Description,Designation,Importer,Name,Price,Province,Rating,Region,Reviewer,Reviewer Twitter Handle,Subregion,User Avg Rating,Variety,Vintage,Winery
1947,14.1%,"Lake County, Lake County, California, US",750 ml,Red, US,3/1/2015,"This full-bodied but agile wine combines smoky, toasty, peppery aromas with tasty black currant and dark chocolate flavors that remain on the austere side, but promise good development through at least 2018. The texture is tannic, but the mouthfeel is not harsh, conveying plenty of power gently contained.",Christian's Reserve,,Six Sigma Ranch 2010 Christian's Reserve Tempranillo (Lake County),$45, California,90, Lake County,Jim Gordon,@gordone_cellars,Lake County,Not rated yet [Add Your Review],Tempranillo,2010,Six Sigma Ranch
1948,14.1%,"Napa Valley, Napa, California, US",750 ml,Red, US,3/1/2015,"A 100% Tempranillo that is unfined, unfiltered and aged in 100% French oak, this wine is softly layered and ripe in black cherry, blackberry and dusty leather. Medium bodied, with a taste of tobacco on the finish, it's lush without being jammy.",Estate Grown Cave Fermented,,Jarvis 2012 Estate Grown Cave Fermented Tempranillo (Napa Valley),$80, California,88, Napa,Virginie Boone,@vboone,Napa Valley,Not rated yet [Add Your Review],Tempranillo,2012,Jarvis
1949,14.8%,"Lodi, Central Valley, California, US",750 ml,Red, US,3/1/2015,"Good, rich fruit flavors saturate the firm and tannic frame of this medium-bodied wine. Aromas of new leather and tobacco set this wine apart. It's something familiar but different enough to be worth exploring.",Lot 13 Vineyard,,McCay Cellars 2012 Lot 13 Vineyard Tempranillo (Lodi),$28, California,88, Central Valley,Jim Gordon,@gordone_cellars,Lodi,Not rated yet [Add Your Review],Tempranillo,2012,McCay Cellars
1950,13.5%,"Columbia Valley (WA), Columbia Valley, Washington, US",750 ml,Red, US,3/1/2015,"The aromas of char, sawdust and vanilla seem to clash with the notes of herbs, leather and cedar. The fruit flavors are lighter in style with the oak (50% new French along with third-fill American) taking over the show.",,,Gordon Brothers 2009 Tempranillo (Columbia Valley (WA)),$40, Washington,86, Columbia Valley,Sean P. Sullivan,@wawinereport,Columbia Valley (WA),Not rated yet [Add Your Review],Tempranillo,2009,Gordon Brothers
1951,14.2%,"Horse Heaven Hills, Columbia Valley, Washington, US",750 ml,Red, US,3/1/2015,"The new American oak brings notes of vanilla, wood and coconut that largely overwhelms the seemingly green, citrusy fruit. There's a pleasing tartness to the acids but overall the fruit flavors get lost.",Reserve,,Vortex 2009 Reserve Tempranillo (Horse Heaven Hills),$25, Washington,86, Columbia Valley,Sean P. Sullivan,@wawinereport,Horse Heaven Hills,Not rated yet [Add Your Review],Tempranillo,2009,Vortex
1952,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Everything about this wine is singing in harmony. The nose is fresh and pure, with raspberry, plum, spice and youthful rubbery aromas. The palate is elegant and impeccably balanced, while flavors of vanilla and coconut announce ample oak, with toasty, peppery plum and raspberry flavors waiting in the wings. Power, precision and elegance are draped all over the finish. Best from 2017 through 2025.",M2 de Matallana,Vintus LLC,Telmo Rodríguez 2010 M2 de Matallana  (Ribera del Duero),$45, Northern Spain,94,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2010,Telmo Rodríguez
1953,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Burnt toast, mineral, raw char, pencil lead, tobacco and blackberry aromas make for a highly complex and powerful nose. Following on that theme, this is packed and intense on the palate, with smoky black fruit and licorice flavors that finish oaky, toasty and blackened. This is the epitome of a modern Rioja thrill ride. It will take its passengers now through 2035; 200 cases made.",Finca El Bosque,Fine Estates From Spain,Sierra Cantabria 2011 Finca El Bosque  (Rioja),$145, Northern Spain,94,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2011,Sierra Cantabria
1954,14.2%,"Walla Walla Valley (OR), Oregon Other, Oregon, US",750 ml,Red, US,2/1/2015,"Beefy and broad, this offers up the aromas of a rich stew, with sweet tomato, peppery herb and game. Supple and soft, the flavors blend seamlessly, with the accent of savory notes rather than specific fruits.",Impulsivo En Chamberlin Vineyard,,Cayuse 2011 Impulsivo En Chamberlin Vineyard Tempranillo (Walla Walla Valley (OR)),$90, Oregon,94, Oregon Other,Paul Gregutt,@paulgwine ,Walla Walla Valley (OR),Not rated yet [Add Your Review],Tempranillo,2011,Cayuse
1955,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Deep, dense and penetrating on the nose with the power of graphite, blackberry and mocha aromas, La Nieta is a wide-awake, bright wine that's chomping at the bit to get out of the bottle and run. Coffee, mocha and blackberry aromas are oaky for sure, with toast, vanilla and creamy notes driving a long finish. Drink through 2026.",La Nieta,Fine Estates From Spain,Viñedos de Paganos 2011 La Nieta  (Rioja),$145, Northern Spain,94,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2011,Viñedos de Paganos
1956,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Elegant yet ripe on the nose, this gets going in fine form via spicy, exotic, oaky aromas on top of primary berry tones. Powerful and oaky on the palate, with a creamy vanilla flavor, this brings on the blackberry, mocha, cocoa and toast as it works its way to a clean, long finish. One can drink this now, but the optimum window will be 2018–2021.",Selección,Grapes of Spain,Arrocal 2010 Selección  (Ribera del Duero),$38, Northern Spain,93,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2010,Arrocal
1957,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Blackberry, raspberry and asphalt aromas are staunch and gritty. A tight, firm, structured palate is balanced from front to back, while dark berry flavors are woody, dry, toasty and spicy. The big, solid, oaky finish is right on the money. Best from 2016 through 2023.",Expresión,"Hidalgo Imports, LLC",Alidis 2010 Expresión  (Ribera del Duero),$75, Northern Spain,93,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2010,Alidis
1958,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Piercing minerality with pure plum and berry aromas greet you on a rock-solid bouquet. This thoroughbred Rioja is racy and juicy, with inky black fruit flavors over subdued oak. A muscular and minty finish is full of verve and potential. Drink from 2016 through 2026.",Ikunus,Aviva Vino,Launa 2011 Ikunus  (Rioja),$40, Northern Spain,93,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2011,Launa
1959,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"This wine is earthy, heavyset and reflective of a hot vintage. On the palate, this is ripe and chewy, with almost syrupy weight. Showing notes of robust dark chocolate, with a mix of oak, fruit and tobacco flavors, this inaugural wine from Benjamin de Rothschild and Vega Sicilia is ripe and broad, but also full of complexities. Drink through 2024.",Macán,Europvin USA,Benjamin de Rothschild & Vega Sicilia SA 2009 Macán  (Rioja),$90, Northern Spain,93,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2009,Benjamin de Rothschild & Vega Sicilia SA
1960,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Pure berry and plum aromas are nuanced by notes of tobacco, cedar and spice. This wine is tight and rock solid on the palate, with laser-like focus. Flavors of plum, blackberry and toasty oak finish woody, smoky and resiny. Best from 2016 through 2023.",Finca El Otero,"Skurnik Wines, Inc",Áster 2010 Finca El Otero  (Ribera del Duero),$45, Northern Spain,93,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinto Fino, Tempranillo",2010,Áster
1961,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Bold, deep cola, lemon peel and exotic spice and herb aromas are a great intro to a well-built, saturated, but fairly tannic Tempranillo, with flavors of plum, blackberry and chocolate. Cedar and spice notes positively influence a layered finish. Overall this captures the essence of Ribera del Duero. Drink through 2022.",Reserva,"Aveniù Brands, Inc",Legaris 2010 Reserva  (Ribera del Duero),$36, Northern Spain,92,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinto Fino, Tempranillo",2010,Legaris
1962,14.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"The full-force nose of this wine boasts smashed-berry aromas with minerals and a touch of creamy oak. Compact and intense, this is a muscled-up Rioja showing heafty oak and toast alongside ripe berry flavors. Drink through 2025.",Colección Privada,Fine Estates From Spain,Sierra Cantabria 2011 Colección Privada  (Rioja),$49, Northern Spain,92,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2011,Sierra Cantabria
1963,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Grapy smelling at first, this is made from a vineyard located in a Spanish national park. It is tight, tannic and mildly astringent on the palate, with high-tension structure. Wild berry flavors are gamey in nature, with spice, tobacco and earth notes adding complexity. Drink this old vine wine now through 2022.",Parcela N.5,Vinos Libres,Luis Alegre 2009 Parcela N.5  (Rioja),$40, Northern Spain,92,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2009,Luis Alegre
1964,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Big, wafting, fresh aromas are oaky and untamed on the nose. Round and grippy in feel, the palate brings dark, oaky, toasty flavors of black fruit, with licorice and chocolate hitting the finish. Best from 2017 through 2024.",Edición Limitada 25 Aniversario,"Matarromera USA, Inc",Matarromera 2010 Edición Limitada 25 Aniversario  (Ribera del Duero),$350, Northern Spain,92,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2010,Matarromera
1965,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Cedar, char and blackberry aromas are full and ripe on the nose. Given the wine's age, its structure and tannic weight are just right. Earthy, lightly roasted flavors of spiced raspberry and plum finish peppery and dry. Drink through 2020.",Prado Enea Gran Reserva,Fine Estates From Spain,Muga 2006 Prado Enea Gran Reserva  (Rioja),$62, Northern Spain,92,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2006,Muga
1966,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Lightly baked and charred on the nose, this is a well-oaked wine showing blackberry, cassis and lemon peel aromas. A saturated, layered palate features loamy blackberry and cassis flavors offset by peppery spice and cocoa dust. Licorice and blackened oak revive a sense of char on a broad, full finish. Drink through 2022.",Macán Clásico,Europvin USA,Benjamin de Rothschild & Vega Sicilia SA 2009 Macán Clásico  (Rioja),$50, Northern Spain,92,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2009,Benjamin de Rothschild & Vega Sicilia SA
1967,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Smoke and leather aromas are matched by dried red fruit and spice tones. This is racy on the palate, with a fairly full body. Vanilla and caramel flavors turn darker and toastier with airing, while the fruit on this older Rioja favors cherry and currant. Cocoa, tobacco notes with a juicy length define the finish. Drink through 2024.",Reserva,Wine Associates Inc.,Castillo de Sajazarra 2008 Reserva  (Rioja),$35, Northern Spain,91,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2008,Castillo de Sajazarra
1968,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Dense dark fruit aromas show depth, starting off a pleasant bouquet. On the palate, this wine is fresh yet lush, with earthy, lightly baked flavors of blackberry, chocolate and spice. A toasty note darkens the nuances on the narrowing finish.",Crianza,Vinamericas Selections,Señorío de Sotillo 2011 Crianza  (Ribera del Duero),$22, Northern Spain,91,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2011,Señorío de Sotillo
1969,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Roasted berry, black pepper and mild leafy aromas are true to the region. The palate is full but not heavy or clumsy; flavors of earthy berry fruits show a touch of raisin, while the finish is loamy and smooth. Drink this approachable wine now through 2018.",Viña Pomal Gran Riserva,"Aveniù Brands, Inc",Bodegas Bilbainas 2006 Viña Pomal Gran Riserva  (Rioja),$60, Northern Spain,91,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2006,Bodegas Bilbainas
1970,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Concentrated dark berry aromas are powerful on the nose, showing a touch reduced but minerally. The palate on this young Ribera wine is pure and potent but not fierce. Ripe, loamy blackberry flavors finish muscular, with just enough elegance and grace to confirm the wine's overall quality.",Heritage,Jorge Ordóñez Selections,Convento de Las Claras 2011 Heritage  (Ribera del Duero),$27, Northern Spain,91,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinto Fino, Tempranillo",2011,Convento de Las Claras
1971,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Initial charred aromas turn to licorice and black fruit on the nose. A rigid structure of fierce tannins provide strength to toasty, spicy berry flavors on the palate. Vanilla, herb and mocha tones combine with textural dryness on the finish. Drink though 2025.",Reserva,Aviva Vino,Protos 2010 Reserva  (Ribera del Duero),$50, Northern Spain,91,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2010,Protos
1972,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Earthy aromas of ripe blackberry and blueberry mingle with a rubber and smoke accent. The palate is bright, juicy and healthy, leading to dark berry flavors that show a toasty, peppery note. The finish is deep and solid, with proper length and mouthfeel.",Crianza,Axial Vinos USA,Bodegas Fuentespina 2011 Crianza  (Ribera del Duero),$19, Northern Spain,90,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2011,Bodegas Fuentespina
1973,13.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"With cola and dark fruit aromas on the nose, this value winner shows nuance with violet tones. The palate is round and full without being harsh or tannic. Toasty oak accents black fruit flavors leading to a round, smooth, and fruity finish. Drink through 2017.",Roble,CIV/USA,Fincas Valdemacuco 2012 Roble  (Ribera del Duero),$15, Northern Spain,90,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2012,Fincas Valdemacuco
1974,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"A narrow, hard-driving nose is oaky and bit low on friendly fruit. Like most from the vintage, this wine is staunch, grabby and tannic on the palate. Black fruit with oak and herbal tones finish with strength and grip. Drink through 2024.",Viña Muriel Reserva,Quintessential Wines,Bodegas Muriel 2008 Viña Muriel Reserva  (Rioja),$40, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2008,Bodegas Muriel
1975,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Heavy aromas of stewed fruit, tree bark, raisin and lemony oak lead to a fully ripped palate showing astringent tannins and high-volume acidity. Typical the region, this delivers requisite tobacco, classic tomato and dried fruit flavors that finish wiry, tannic and stressed. Drink through 2025.",Cerrado del Castillo,Vinos Libres,Castillo de Cuzcurrita 2008 Cerrado del Castillo  (Rioja),$90, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2008,Castillo de Cuzcurrita
1976,14.7%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Ripe and dense from a warm vintage, this wine shows aromas of cedar, tobacco, black plum and blackberry on the nose. The baked fruit core is accented by cardamon and warm spice, then turns oaky and darker in character. Drink through 2017.",Llanos del Almendro,Aviva Vino,Dominio de Atauta 2009 Llanos del Almendro  (Ribera del Duero),$140, Northern Spain,90,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tinto Fino, Tempranillo",2009,Dominio de Atauta
1977,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Fresh and pure on the nose, this value-priced wine opens with unwavering guile. A jammy, saucy palate blends acidity with extracted fruit, while flavors of plum, blackberry and currant finish mild. This reaches that desired level of affordable excellence. Drink through 2017.",5 Meses en Barrica,Europvin USA,Monteabellón 2012 5 Meses en Barrica  (Ribera del Duero),$15, Northern Spain,90,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2012,Monteabellón
1978,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Earthy berry aromas lean toward sweet, while a smoky side of the bouquet screams of oak. This is tight, juicy and raw on the palate. There's mild tartness and astringency to the wine's cherry and plum flavors, while the finish is fruity around the edges but lightly bitter tasting in the middle. Drink through 2023.",Cumbre,Osborne USA Inc.,Montecillo 2008 Cumbre  (Rioja),$59, Northern Spain,90,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2008,Montecillo
1979,13.6%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Red, US,2/1/2015,"An appealing wine with notes of orange peel, citrus and red fruit. It's medium-bodied with lively citrus flavors that display a soft feel.",Anna Marie,,Valley View 2011 Anna Marie Tempranillo (Rogue Valley),$18, Oregon,89, Southern Oregon,Sean P. Sullivan,@wawinereport,Rogue Valley,Not rated yet [Add Your Review],Tempranillo,2011,Valley View
1980,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Ripe aromas of roasted coffee and black fruit filter onto a plump, layered and approachable palate. Baked berry and licorice flavors finish with a final dose of char and pepper. Drink this meaty wine through 2017.",Gran Reserva,"Red & White International Brands, LLC",Casado Morales 2006 Gran Reserva  (Rioja),$48, Northern Spain,89,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2006,Casado Morales
1981,15%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Broad and ripe, this comes across heavy on the nose, with fig and chocolate cake aromas. The palate is huge and tannic but also jammy. Fig, baked berry and tobacco flavors finish hot and toasty, like espresso.",Prestigio,"Matarromera USA, Inc",Emina 2010 Prestigio  (Ribera del Duero),$35, Northern Spain,89,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2010,Emina
1982,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Inky blackberry aromas soften with airing and shift toward pastry tones on the nose. This full wine shows cassis, berry and baking spice on the palate, finishing loamy and smooth, yet slightly jammy.",Avaniel,Europvin USA,Monteabellón 2012 Avaniel  (Ribera del Duero),$12, Northern Spain,89,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2012,Monteabellón
1983,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Aromas of smoked cherry, plum, tomato and apple skin fit the bill for the region. The fresh palate shows weight, with plum, currant and dry spice flavors. On the finish, this wine takes on a loamy weight and a modest raisin note.",Reserva,"Evaton, Inc",Montecillo 2009 Reserva  (Rioja),$16, Northern Spain,89,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2009,Montecillo
1984,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Focused dark berry, spice and leather aromas form the opening to this nicely made crianza. The palate has a snappy feel, showing firm but controlled tannins. Oak and spice tones hover over berry fruit flavors and last through a juicy finish.",Viña Pomal Crianza,"Aveniù Brands, Inc",Bodegas Bilbainas 2011 Viña Pomal Crianza  (Rioja),$15, Northern Spain,89,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2011,Bodegas Bilbainas
1985,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Dusty raspberry and cherry aromas are ripe on the nose. Wiry and astringent at first, this wine expands and develops with time in the glass. Basic berry flavors and a simple finish suggest that this should be enjoyed soon.",6 Meses en Barrica,"Hidalgo Imports, LLC",Pagos de Quintana 2011 6 Meses en Barrica  (Ribera del Duero),$20, Northern Spain,88,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2011,Pagos de Quintana
1986,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Saucy berry aromas are jammy and turn mildly stalky after airing in the glass. A full and tannic palate is home to flavors of dried berry fruit, peppery spice and raw oak. Oak tones are persistent on the finish, but just enough dry raspberry and plum notes shine through to maintain quality.",Crianza,Jorge Ordóñez Selections,Ramirez de la Piscina 2009 Crianza  (Rioja),$15, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2009,Ramirez de la Piscina
1987,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Raspberry and strawberry aromas are relaxed on the nose and offer up a hint of lemon peel and spice. The palate is round and a bit chewy, with flavors of earthy red berry, oak, dried spice and chocolate which finish mellow and fairly long.",Crianza,Elixir Wine Group,Fernández Gómez 2010 Crianza  (Rioja),$15, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2010,Fernández Gómez
1988,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Earthy aromas of baked berry and raisin are loamy and sweet on the nose. This wine is grippy and full on the palate, with a shot of tomato acidity giving balance. Baked berry flavors ride in front of a moderately cooked finish. Drink now.",Crianza,Table 31 Imports,Coro 2009 Crianza  (Rioja),$18, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2009,Coro
1989,13%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Earthy, dried red berry aromas are pure and textbook the region. The palate is tight and drawing at first, then smoother after airing. Berry, oak, spice and mild herbal notes finish solid and steady.",Crianza,Tri-Vin Imports,Viña Palaciega 2011 Crianza  (Rioja),$12, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2011,Viña Palaciega
1990,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Like many from the vintage, this wine is firm and tough, with rocky tannins and and a linear palate. Stalky aromas of green tobacco and berry fruit set up a compact, tight palate of hard berry flavors supported by abrasive tannins. Drink through 2025.",Señorío de Cuzcurrita,Vinos Libres,Castillo de Cuzcurrita 2008 Señorío de Cuzcurrita  (Rioja),$40, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2008,Castillo de Cuzcurrita
1991,14.5%,"Paso Robles, Central Coast, California, US",750 ml,Red, US,2/1/2015,"A strongly fragrant nose blends deeply purple fruit and even blueberries with violet and lavender crème brûlée. The tannins are chalky and prevalent, and the purple fruits persist amidst tantalizing brown and black spice, combining into a long-lingering finish.",Whale Rock Vineyard Estate Grown Reserve,,Castoro Cellars 2012 Whale Rock Vineyard Estate Grown Reserve Tempranillo (Paso Robles),$24, California,88, Central Coast,Matt Kettmann,@mattkettmann,Paso Robles,Not rated yet [Add Your Review],Tempranillo,2012,Castoro Cellars
1992,14%,,750 ml,Red,,2/1/2015,"Spicy, earthy aromas of dark fruits turn more charred and lemony as this opens. The palate is plump, full-bodied and oaky. Flavors of buttery oak, toast, peppercorn and baked berry fruits finish woody and drawing.",Variety,"Winesellers, Ltd",Zuccardi 2011 Q Tempranillo (Mendoza),$20,,88,,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],,2011,
1993,14.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Savory aromas of Middle Eastern spice, bacon fat and exotic floral notes pervade on the nose. The palate is plump, with soft, unstructured tannins and brings flavors of oaky boysenberry, with a toasty bacon finish.",Crianza,Siltstone Wines,Cruz de Alba 2011 Crianza  (Ribera del Duero),$25, Northern Spain,88,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2011,Cruz de Alba
1994,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Subtle raspberry and plum aromas are lightly herbal and traditional for the region. A fresh, medium-bodied palate delivers upfront oak and cocoa flavors backed by spicy plum and berry fruit tones. A light, chocolate-dusted note rounds out the finish.",Crianza,"Evaton, Inc",Montecillo 2010 Crianza  (Rioja),$10, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2010,Montecillo
1995,14%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Earth and dried fruit tones are lackluster on the nose. The palate is springy and grippy, with plum and currant flavors that lead to oak and resin tones. The finish is slightly hot, with spice and a lasting green note. Drink through 2022.",Reserva,Europvin USA,Contino 2008 Reserva  (Rioja),$50, Northern Spain,88,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2008,Contino
1996,14%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Burnt leaf, barnyard, earth and mulch notes are not exactly pure and fresh on the nose. Rock-hard tannins dominate on a gritty, oak-covered palate, however with time in the glass, this wine displays wood and spicy berry flavors which show potential. Revisit in two years.",Tinto Figuero 12 Crianza,Quintessential Wines,García Figuero 2010 Tinto Figuero 12 Crianza  (Ribera del Duero),$32, Northern Spain,88,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2010,García Figuero
1997,14.5%,"Rogue Valley, Southern Oregon, Oregon, US",750 ml,Red, US,2/1/2015,"A lightly aromatic wine with notes of vanilla, butterscotch and red fruit. The flavors are lighter in style, displaying a fine sense of elegance.",,,Silvan Ridge 2012 Tempranillo (Rogue Valley),$28, Oregon,88, Southern Oregon,Sean P. Sullivan,@wawinereport,Rogue Valley,Not rated yet [Add Your Review],Tempranillo,2012,Silvan Ridge
1998,14%,"Vino de la Tierra de Castilla, Central Spain, Spain",750 ml,Red, Spain,2/1/2015,"Spicy, rugged berry aromas announce a loud palate that's juicy and brightened by racy acidity. Wild berry and plum flavors finish spicy and fairly long, with no difficulties or edginess.",,Grapes of Spain,Sinfonía 2012 Tempranillo (Vino de la Tierra de Castilla),$12, Central Spain,87,Vino de la Tierra de Castilla,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2012,Sinfonía
1999,13.5%,"Ribera del Duero, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Deep aromas of raisin and black fruit suggest moderate overripeness on the nose, and a jammy palate with fairly low acidity helps to confirm that impression. Flavors of rich blackberry lack acidic cut, while the finish is loamy and friendly. Drink through 2016.",Barrel Aged,Vinum International,Viña Mayor 2011 Barrel Aged  (Ribera del Duero),$18, Northern Spain,87,Ribera del Duero,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],Tempranillo,2011,Viña Mayor
2000,13.5%,"Rioja, Northern Spain, Spain",750 ml,Red, Spain,2/1/2015,"Aromas of tobacco, vanilla and dried fruit take on a grassy note after airing in the glass. A cool, wet vintage for the region yields a slightly astringent and acidic palate. Flavors of dried plum, cherry and vanilla carry a tart streak, while the finish is both earthy and a bit sour.",Reserva,Winery Direct,Solar de Libano 2008 Reserva  (Rioja),$35, Northern Spain,87,Rioja,Michael Schachner,@wineschach,,Not rated yet [Add Your Review],"Tempranillo Blend, Tempranillo",2008,Solar de Libano
